Date,SPY,AAPL,GOOG,MRK,JNJ,WMT,TGT
4/1/20,-0.045,-0.0526,-0.0492,-0.0408,-0.0177,0.0046,0.0247
4/2/20,0.0231,0.0167,0.0138,0.0416,0.0337,0.0395,-0.0096
4/3/20,-0.0145,-0.0144,-0.0205,-0.0081,0.0077,0.007,-0.019
4/6/20,0.0672,0.0872,0.0811,0.0532,0.0417,0.0552,0.0534
4/7/20,0.001,-0.0116,-3.00E-04,-0.0218,-0.0163,-0.0324,0.0077
4/8/20,0.0336,0.0256,0.02,0.039,0.042,-0.0012,0.0648
4/9/20,0.0152,0.0072,0.001,0.0107,-0.0142,-3.00E-04,-0.0041
4/13/20,-0.0091,0.0196,0.005,-0.0236,-0.0103,0.0287,0.0046
4/14/20,0.0295,0.0505,0.0424,0.0286,0.0448,0.0295,0.0353
4/15/20,-0.0212,-0.0091,-0.0053,-0.0093,0.0112,-0.0019,-0.0197
4/16/20,0.0048,0.0079,8e-04,0.0113,0.0136,0.0277,0.0288
4/17/20,0.027,-0.0136,0.0157,0.0055,0.0157,-0.0016,0.0377
4/20/20,-0.0176,-0.0208,-0.013,-0.0043,-0.0023,-0.0172,-0.0391
4/21/20,-0.0304,-0.0309,-0.0397,-0.0546,-0.0131,-0.0049,-0.0191
4/22/20,0.0222,0.0288,0.0385,0.0181,0.0221,0.0184,-6.00E-04
4/23/20,-1.00E-04,-0.0039,0.0104,0.0113,0.0165,-0.0233,-0.0279
4/24/20,0.0139,0.0289,0.0024,0.0068,-0.0042,0.0071,0.0381
4/27/20,0.0144,7e-04,-0.0027,0.0313,-0.0037,-0.0088,0.0191
4/28/20,-0.0046,-0.0162,-0.0331,-0.0333,-0.0188,-0.0023,0.0193
4/29/20,0.0262,0.0328,0.0874,-0.0051,-0.0076,-0.0344,9e-04
4/30/20,-0.0093,0.0211,0.0054,-0.0177,-0.0013,-0.0166,-0.0211
5/1/20,-0.0265,-0.0161,-0.0208,-0.021,-0.0117,0.0113,-0.0138
5/4/20,0.0028,0.0141,0.0047,-0.0104,-1.00E-04,0.0063,0.0322
5/5/20,0.0092,0.015,0.0183,0.015,0.0083,0.0083,4e-04
5/6/20,-0.0068,0.0103,-0.0028,-0.0114,-0.0095,-0.0115,0.0163
5/7/20,0.0121,0.0103,0.0187,-0.0197,-0.0033,-0.0071,-0.0019
5/8/20,0.0165,0.0238,0.0115,0.0106,0.0075,0.0086,0.0218
5/11/20,2e-04,0.0157,0.0107,0.0198,0.0028,0.0059,0.0376
5/12/20,-0.0199,-0.0114,-0.0196,-0.0092,-0.0132,9e-04,-0.0066
5/13/20,-0.0177,-0.0121,-0.0192,0.0091,-1.00E-04,-6.00E-04,-0.0021
5/14/20,0.012,0.0061,0.005,0.0277,0.0035,-0.0023,0.0067
5/15/20,0.0046,-0.0059,0.0126,-0.0034,0.019,0.0204,0.0083
5/18/20,0.0305,0.0236,0.0078,-8.00E-04,5e-04,0.0137,0.0352
5/19/20,-0.0103,-0.0058,-0.0076,-0.0272,-0.01,-0.0212,-0.011
5/20/20,0.017,0.0194,0.0242,-0.0085,-0.009,0.004,-0.0287
5/21/20,-0.0069,-0.0075,-0.0028,-0.0044,-0.0066,-0.0037,-0.0079
5/22/20,0.0019,0.0064,0.0054,-0.0024,-0.0091,-0.0053,-0.01
5/26/20,0.0123,-0.0068,0.0047,0.0117,0.0013,-0.0038,-0.0202
5/27/20,0.0149,0.0044,6e-04,0.0038,0.0023,-0.0111,0.0199
5/28/20,-0.0018,4e-04,-8.00E-04,0.0192,0.0144,0.0099,0.0087
5/29/20,0.0045,-0.001,0.0086,0.0213,0.0121,0.003,0.0329
6/1/20,0.004,0.0123,0.002,-0.0144,-0.0105,-8.00E-04,-0.0232
6/2/20,0.0083,0.0046,0.0052,0.0161,0.0072,-2.00E-04,-0.0054
6/3/20,0.0133,0.0055,-0.002,0.0151,0.0027,-0.0038,0.0242
6/4/20,-0.0026,-0.0086,-0.0168,-0.0062,-0.0129,-0.011,-0.0145
6/5/20,0.0256,0.0285,0.0186,0.0087,0.0039,-0.0045,0.0131
6/8/20,0.0121,0.0059,0.0057,0.0078,-0.0036,-0.0026,0.0069
6/9/20,-0.0075,0.0316,0.0066,-0.0077,-0.0055,9e-04,-0.0135
6/10/20,-0.0056,0.0257,0.0067,-0.006,0.0126,-0.0016,-0.006
6/11/20,-0.0576,-0.048,-0.0423,-0.0541,-0.0469,-0.0088,-0.0166
6/12/20,0.012,0.0086,0.0067,-0.0057,0.0091,-0.0196,-0.0094
6/15/20,0.0093,0.0124,0.0047,-0.0299,-0.0063,0.0029,0.0107
6/16/20,0.0192,0.0265,0.0161,0.0399,0.0227,0.0133,0.009
6/17/20,-0.0042,-0.0014,0.0058,-0.0088,-0.003,-0.0052,-0.0079
6/18/20,4e-04,4e-04,-0.0104,-9.00E-04,-0.0042,-0.0087,-0.0082
6/19/20,-0.0057,-0.0057,-0.003,0.022,0.0029,0.0158,0.0278
6/22/20,0.0064,0.0262,0.0141,-0.0148,-0.0031,0.0153,0.0155
6/23/20,0.0046,0.0213,0.0086,0.0048,-0.0037,-0.005,-0.0076
6/24/20,-0.0255,-0.0177,-0.0222,-0.0162,-0.0213,-0.0064,-0.0147
6/25/20,0.0107,0.0133,0.0065,0.0092,-0.0011,-0.0049,8e-04
6/26/20,-0.0238,-0.0307,-0.0565,-0.018,-0.0133,-0.0116,-0.0233
6/29/20,0.0147,0.023,0.0258,0.0124,0.0089,0.0063,0.0132
6/30/20,0.0128,0.0083,0.0134,0.0159,0.0114,0.006,0.0115
7/1/20,0.007,-0.0019,0.0173,0.0102,-0.0018,-8.00E-04,-0.0081
7/2/20,0.0055,0,0.0185,0.0084,0.0042,-0.004,0.0013
7/6/20,0.0154,0.0268,0.0212,0.0102,0.0143,-0.0027,0.001
7/7/20,-0.0103,-0.0031,-0.007,-0.0108,-9.00E-04,0.0678,-0.0099
7/8/20,0.0076,0.0233,0.0073,-0.0102,0.0029,-0.0198,-0.003
7/9/20,-0.0057,0.0043,0.01,-0.0158,-0.0054,0.0266,0.0017
7/10/20,0.0102,0.0017,0.0204,5e-04,-8.00E-04,0.0229,0.0081
7/13/20,-0.0087,-0.0046,-0.0197,0.0081,0.0199,-0.0089,-0.0011
7/14/20,0.013,0.0165,0.0061,0.0116,0.0187,0.0192,0.0114
7/15/20,0.0092,0.0069,-0.0046,0.0152,0.0023,-1.00E-04,0.0132
7/16/20,-0.0033,-0.0123,0.0029,-5.00E-04,0.0067,0.0015,0.0023
7/17/20,0.0029,-0.002,-0.0016,0.0059,7e-04,-0.0035,-0.0023
7/20/20,0.0081,0.0211,0.0331,-0.0058,0.0017,-0.002,-0.0152
7/21/20,0.0021,-0.0138,-0.0047,-0.0065,9e-04,0.0065,0.0032
7/22/20,0.0057,0.0028,0.0065,-0.0014,0.0018,0.0025,0.0245
7/23/20,-0.0119,-0.0455,-0.0337,-0.0091,-0.0027,-0.0077,-0.0064
7/24/20,-0.0064,-0.0025,-0.0025,-0.0123,-0.01,-0.003,0.0111
7/27/20,0.0073,0.0237,0.0121,0.0237,-0.0063,-2.00E-04,-0.0082
7/28/20,-0.0063,-0.0164,-0.0195,0.0096,-0.0024,0.0042,0.0049
7/29/20,0.0123,0.0192,0.0145,-0.0043,-0.002,-0.0081,0.0032
7/30/20,-0.0036,0.0121,0.0062,-0.0045,0.002,-0.0044,0.0073
7/31/20,0.0079,0.1047,-0.0317,0.0158,-0.0074,-0.0055,0.0104
8/3/20,0.007,0.0252,-0.0057,0.0287,0.0109,-8.00E-04,0.0156
8/4/20,0.0039,0.0067,-0.0064,-0.0105,-9.00E-04,0.0181,0.0204
8/5/20,0.0062,0.0036,0.0059,-4.00E-04,0.008,-0.0139,-0.0083
8/6/20,0.0067,0.0349,0.018,-0.0072,-0.0057,-0.0035,-0.0028
8/7/20,7e-04,-0.0227,-0.0037,-4.00E-04,0.0071,0.0048,0.0212
8/10/20,0.003,0.0145,0.0011,-0.0014,-0.0038,0.0147,0.009
8/11/20,-0.0083,-0.0297,-0.0105,0,-0.0072,-0.0127,-0.0092
8/12/20,0.0139,0.0332,0.0178,0.0219,0.0183,0.013,0.0219
8/13/20,-0.0018,0.0177,0.0079,0.0104,-0.0111,0.0038,0.0016
8/14/20,0,-9.00E-04,-0.0071,-7.00E-04,0.0016,0.0057,0.0128
8/17/20,0.0032,-0.0026,0.0068,0.0153,0.0051,0.0226,0.0125
8/18/20,0.0022,0.0083,0.0268,-0.0024,0.0074,-0.0066,-0.0048
8/19/20,-0.0042,0.0013,-0.0071,0.0056,0.002,-0.0171,0.1265
8/20/20,0.0031,0.0222,0.0221,0,0.0068,-0.0139,-0.0128
8/21/20,0.0035,0.0515,-8.00E-04,-6.00E-04,0.0088,0.0081,0.0091
8/24/20,0.0101,0.012,0.0049,0.0052,0.0026,-0.0023,-0.0025
8/25/20,0.0035,-0.0082,0.0126,0.003,-6.00E-04,-0.0053,-0.0025
8/26/20,0.01,0.0136,0.0275,-0.0016,0.0016,5e-04,-9.00E-04
8/27/20,0.0022,-0.012,-0.0109,0.0033,0.0045,0.0454,-0.0157
8/28/20,0.0065,-0.0016,0.0062,-0.002,0.0043,0.0269,0.0036
8/31/20,-0.0036,3.1356,-0.0062,-0.0044,-0.0015,-0.0103,0.0024
9/1/20,0.0094,0.0398,0.0162,-0.0099,-0.0123,0.0629,-0.0044
9/2/20,0.0145,-0.0207,0.0407,0.0296,0.0152,6e-04,-0.0047
9/3/20,-0.0344,-0.0801,-0.05,-0.0166,-0.0278,-0.0213,-0.0254
9/4/20,-0.0082,7e-04,-0.0309,-0.0029,-0.0064,-0.0118,0.0082
9/8/20,-0.0273,-0.0673,-0.0369,-0.0224,-0.009,-0.0307,-0.0219
